Admission grade,Age at enrollment,Application order,Course,Curricular units 1st sem (approved),Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Daytime/evening attendance,Debtor,Displaced,Educational special needs,Father's occupation,Father's qualification,GDP,Gender,Inflation rate,International,Marital status,Mother's occupation,Mother's qualification,Nationality,Previous qualification,Previous qualification (grade),Scholarship holder,Target,Tuition fees up to date,Unemployment rate,dataset_marker
125.4,20,2,9500,7,0,7,7,13.462857142857144,0,7,0,8,10,13.164285714285716,0,1,0,1,0,5,37,2.02,0,0.6,0,1,3,19,1,1,132.0,1,Enrolled,0,11.1,df2
131.6,20,1,9085,6,0,7,9,14.714285714285714,0,6,1,7,16,13.2,0,1,0,1,0,7,19,1.79,0,0.5,1,1,4,1,6,1,140.0,0,Enrolled,1,12.4,df2
120.0,21,1,9130,5,2,5,9,13.2,2,2,0,5,7,12.5,2,1,1,0,0,2,3,1.74,0,1.4,1,1,9,1,6,1,120.0,0,Enrolled,1,10.8,df2
121.8,18,3,9119,4,0,5,9,12.0,0,2,0,5,10,11.0,0,1,0,1,0,4,1,3.51,1,1.4,0,1,3,3,1,1,133.0,0,Enrolled,1,8.9,df2
126.6,23,1,9556,5,0,7,11,12.414285714285713,0,2,0,7,13,13.5,0,1,0,1,0,193,37,3.51,1,1.4,0,1,152,1,1,1,131.0,0,Enrolled,1,8.9,df2
115.7,22,1,9147,4,0,5,10,11.5,0,4,0,5,11,14.0,0,1,0,0,0,4,1,3.51,1,1.4,0,1,3,3,1,1,116.0,0,Enrolled,0,8.9,df2
113.3,18,1,9085,4,0,5,9,14.25,0,5,0,5,8,12.714285714285714,0,1,0,1,0,5,1,1.74,0,1.4,0,1,2,1,1,1,122.0,0,Enrolled,1,10.8,df2
112.6,22,2,9853,5,0,6,10,12.6,0,4,0,6,9,11.25,0,1,0,1,0,5,19,-1.7,0,3.7,0,1,4,19,1,1,122.0,0,Enrolled,1,12.7,df2
120.4,18,4,9119,0,0,5,12,0.0,0,0,0,5,8,0.0,0,1,1,1,0,5,19,-3.12,1,-0.8,0,1,5,19,1,1,127.0,0,Enrolled,0,9.4,df2
131.5,21,1,9556,5,0,7,14,11.2,0,6,0,8,11,11.583333333333334,0,1,0,0,0,1,1,-0.92,1,0.3,0,1,1,1,1,1,135.0,1,Enrolled,1,16.2,df2
113.8,21,1,9254,6,0,6,10,10.833333333333334,0,4,0,6,10,11.0,0,1,0,1,0,5,19,0.32,0,2.6,0,1,9,38,1,1,112.0,0,Enrolled,1,7.6,df2
130.0,20,5,9238,4,0,6,8,11.25,0,3,0,6,15,10.0,0,1,0,1,0,5,1,-3.12,0,-0.8,0,1,5,19,1,1,130.0,0,Enrolled,1,9.4,df2
110.0,37,1,9991,2,0,5,14,10.0,0,3,0,5,7,11.333333333333334,0,0,0,0,0,9,37,-1.7,0,3.7,0,4,9,37,1,1,120.0,0,Enrolled,1,12.7,df2
100.0,37,1,8014,7,3,8,12,11.375,0,6,2,7,10,12.166666666666666,0,0,1,0,0,8,37,0.79,0,-0.3,0,2,6,37,1,1,133.1,0,Enrolled,1,13.9,df2
129.3,28,1,9085,0,0,6,17,0.0,0,0,0,6,6,0.0,0,1,1,1,0,163,19,3.51,0,1.4,0,1,191,37,1,1,140.0,0,Enrolled,1,8.9,df2
122.2,18,5,9147,1,0,5,9,11.0,0,2,0,5,9,12.5,0,1,0,1,0,7,38,0.32,0,2.6,0,1,7,37,1,1,125.0,0,Enrolled,1,7.6,df2
121.3,34,1,9500,7,0,8,11,11.705714285714285,0,7,0,8,11,11.705714285714285,0,1,0,1,0,5,1,1.74,0,1.4,0,1,2,3,1,1,100.0,0,Enrolled,1,10.8,df2
150.0,31,1,9991,6,2,6,8,12.0,0,7,2,7,8,13.428571428571429,0,0,0,0,0,6,37,-3.12,0,-0.8,0,1,6,37,1,39,150.0,0,Enrolled,1,9.4,df2
131.7,18,1,9773,6,0,6,7,12.666666666666666,0,4,0,6,8,12.25,0,1,0,1,0,10,38,0.32,0,2.6,0,1,4,19,1,1,145.0,0,Enrolled,1,7.6,df2
130.0,31,1,9238,0,0,6,11,0.0,0,0,0,5,10,0.0,0,1,0,1,0,9,37,-3.12,0,-0.8,0,2,9,37,1,19,133.1,0,Enrolled,1,9.4,df2
141.0,18,2,9119,2,0,5,9,11.666666666666666,0,2,0,5,9,12.5,2,1,0,0,0,5,38,0.32,1,2.6,0,1,5,38,1,1,149.0,0,Enrolled,1,7.6,df2
120.0,24,1,9119,3,0,5,6,10.666666666666666,0,2,0,5,9,10.5,0,1,0,0,0,5,38,-4.06,1,2.8,0,1,3,1,1,1,150.0,0,Enrolled,1,15.5,df2
116.9,18,3,9119,3,0,5,10,12.0,0,3,0,5,8,10.333333333333334,0,1,1,1,0,3,19,3.51,1,1.4,0,1,9,1,1,1,120.0,0,Enrolled,0,8.9,df2
113.0,41,1,9991,4,0,5,9,11.0,0,5,0,5,6,11.4,0,0,0,0,0,4,19,3.51,1,1.4,0,2,4,19,1,1,100.0,1,Enrolled,1,8.9,df2
145.6,34,1,9991,4,0,5,10,11.75,0,4,0,5,10,10.833333333333334,0,0,0,0,0,3,38,0.79,1,-0.3,0,2,9,38,1,1,130.0,0,Enrolled,1,13.9,df2
107.8,20,3,9500,5,0,7,10,14.46,0,6,0,7,8,13.55,0,1,0,1,0,135,1,1.79,0,0.5,0,1,134,3,1,1,113.0,1,Enrolled,1,12.4,df2
130.0,22,1,9085,5,0,6,12,12.8,0,2,0,6,19,11.5,0,1,0,1,0,4,1,1.79,0,0.5,1,1,6,19,6,39,130.0,0,Enrolled,1,12.4,df2
115.1,18,1,9853,4,0,6,11,12.0,0,4,0,6,8,10.75,0,1,0,0,0,7,37,-4.06,0,2.8,0,1,5,19,1,1,120.0,1,Enrolled,1,15.5,df2
118.0,18,3,9070,6,0,6,6,14.333333333333334,0,6,0,6,7,14.0,0,1,0,0,0,7,38,2.02,0,0.6,0,1,9,1,1,1,125.0,1,Enrolled,1,11.1,df2
121.6,18,1,9853,5,0,6,9,12.333333333333334,0,5,0,6,10,10.6,0,1,0,0,0,5,1,-4.06,0,2.8,0,1,2,3,1,1,124.0,0,Enrolled,1,15.5,df2
146.6,18,1,9853,5,0,6,9,13.6,0,4,0,6,10,11.75,0,1,1,1,0,10,1,-3.12,0,-0.8,0,1,5,19,1,1,163.0,0,Enrolled,1,9.4,df2
142.2,19,1,9853,4,0,6,9,12.5,0,5,0,6,9,12.5,0,1,0,0,0,5,37,-3.12,0,-0.8,0,1,5,38,1,1,145.0,0,Enrolled,1,9.4,df2
120.0,21,1,9070,5,0,6,7,12.2,0,4,0,6,7,12.6,0,1,0,1,0,10,1,3.51,0,1.4,0,1,2,5,1,1,117.0,0,Enrolled,1,8.9,df2
108.8,18,2,9853,5,0,7,11,11.4,0,6,0,7,9,13.333333333333334,0,1,0,1,0,0,1,0.79,0,-0.3,0,1,4,1,1,1,114.0,0,Enrolled,1,13.9,df2
133.0,18,1,171,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1,0,0,0,7,19,-4.06,0,2.8,0,1,5,19,1,1,133.0,0,Enrolled,1,15.5,df2
120.0,18,2,9853,3,0,6,10,12.0,0,4,0,6,8,10.25,0,1,0,1,0,5,38,1.74,0,1.4,0,1,7,38,1,1,121.0,0,Enrolled,1,10.8,df2
113.2,21,1,9147,6,3,10,18,11.166666666666666,2,7,4,10,16,10.571428571428571,0,1,0,0,0,9,19,0.32,0,2.6,0,1,9,3,1,1,123.0,0,Enrolled,1,7.6,df2
106.7,20,2,9500,5,0,7,10,12.62,0,6,0,7,8,12.5,0,1,0,1,0,7,19,2.02,0,0.6,0,1,9,38,1,1,113.0,1,Enrolled,1,11.1,df2
140.0,25,1,9991,3,0,5,11,10.666666666666666,0,3,0,5,11,11.333333333333334,0,0,0,0,0,3,38,-4.06,0,2.8,0,1,3,38,1,1,120.0,0,Enrolled,1,15.5,df2
159.0,25,2,9556,7,0,7,11,11.857142857142858,0,5,0,8,21,11.7,0,1,0,1,0,9,37,1.79,0,0.5,0,1,9,37,1,1,130.0,0,Enrolled,1,12.4,df2
140.0,24,1,9238,4,0,6,9,15.75,0,5,0,6,10,16.4,0,1,0,1,0,9,19,-3.12,0,-0.8,0,1,9,38,1,1,170.0,0,Enrolled,1,9.4,df2
131.0,19,1,9147,4,0,5,9,11.0,0,3,0,5,8,10.666666666666666,0,1,0,1,0,171,37,1.79,0,0.5,0,1,194,37,1,1,138.0,0,Enrolled,1,12.4,df2
123.8,19,6,9147,5,0,5,5,12.4,0,3,0,5,8,11.0,0,1,0,0,0,9,38,-1.7,0,3.7,0,1,7,19,1,1,121.0,1,Enrolled,1,12.7,df2
122.6,20,2,9147,3,0,5,8,12.0,0,4,0,5,9,12.625,0,1,0,1,0,9,37,1.74,0,1.4,0,1,9,37,1,1,132.0,1,Enrolled,1,10.8,df2
132.8,18,1,171,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1,0,1,0,5,38,0.32,0,2.6,0,1,4,19,1,1,131.0,0,Enrolled,1,7.6,df2
115.8,18,2,9853,6,0,7,12,12.0,0,6,0,7,11,12.166666666666666,0,1,0,0,0,0,1,0.79,0,-0.3,0,1,9,1,1,1,120.0,0,Enrolled,1,13.9,df2
107.8,19,3,9147,3,0,5,7,10.333333333333334,0,3,0,5,11,14.428571428571429,0,1,0,1,0,5,19,1.74,0,1.4,0,1,3,1,1,1,112.0,0,Enrolled,1,10.8,df2
127.5,19,1,9500,5,0,7,10,12.94,0,5,0,7,7,13.76,0,1,0,1,0,4,1,-0.92,0,0.3,0,1,9,38,1,1,138.0,0,Enrolled,1,16.2,df2
117.3,19,1,9147,4,0,5,9,12.25,0,4,0,5,10,12.0,0,1,0,1,0,10,2,3.51,0,1.4,0,1,10,1,1,1,118.0,0,Enrolled,1,8.9,df2
130.0,32,1,9500,4,0,7,16,13.625,0,7,0,7,8,12.6375,0,1,0,1,0,3,37,1.79,0,0.5,0,4,3,37,1,40,130.0,0,Enrolled,1,12.4,df2
115.2,24,1,9991,4,0,5,5,12.0,0,5,0,5,6,12.666666666666666,0,0,0,0,0,10,1,1.79,1,0.5,0,1,4,1,1,1,130.0,0,Enrolled,1,12.4,df2
96.0,19,2,9500,6,0,7,10,13.598333333333334,0,6,0,8,11,11.933333333333332,0,1,0,1,0,192,38,2.02,0,0.6,0,1,192,19,1,1,133.1,0,Enrolled,1,11.1,df2
120.0,45,1,9500,11,7,11,11,12.7,0,10,6,10,12,12.96818181818182,0,1,0,1,0,7,19,0.79,0,-0.3,0,2,9,37,1,3,120.0,0,Enrolled,1,13.9,df2
128.5,18,1,9853,6,0,7,9,11.5,0,7,0,7,8,12.714285714285714,0,1,0,1,0,7,19,0.79,0,-0.3,0,1,4,19,1,1,125.0,0,Enrolled,1,13.9,df2
120.0,37,1,9003,6,0,6,10,12.875,0,6,0,6,12,12.9,0,1,1,0,0,10,37,-0.92,0,0.3,0,2,9,19,1,19,133.1,0,Enrolled,1,16.2,df2
113.2,20,1,9238,4,0,6,11,10.75,0,5,0,6,13,11.5,0,1,0,0,0,9,1,-4.06,0,2.8,0,1,9,1,1,1,123.0,1,Enrolled,1,15.5,df2
121.3,18,4,9500,6,0,7,9,13.533333333333331,0,7,0,7,7,12.228571428571428,0,1,0,1,0,9,19,1.79,0,0.5,0,1,7,19,1,1,126.0,1,Enrolled,1,12.4,df2
140.0,21,1,9085,8,7,9,10,13.25,0,5,4,9,14,12.2,0,1,1,1,0,3,1,3.51,0,1.4,0,1,4,1,1,42,140.0,0,Enrolled,1,8.9,df2
100.0,25,1,9119,1,0,5,13,11.0,0,1,0,5,11,10.0,0,1,0,0,0,5,19,0.79,1,-0.3,0,1,4,1,1,19,133.1,0,Enrolled,1,13.9,df2
140.0,21,1,9670,1,0,6,12,12.0,0,1,0,6,11,11.0,0,1,1,1,0,6,37,3.51,0,1.4,0,1,3,19,1,42,140.0,0,Enrolled,1,8.9,df2
170.0,19,1,9085,0,0,5,5,0.0,5,4,0,5,7,14.75,1,1,0,1,0,1,19,-1.7,0,3.7,0,1,5,19,1,1,170.0,0,Enrolled,1,12.7,df2
135.0,23,1,9991,8,6,11,18,12.375,0,5,3,9,15,12.6,0,0,1,0,0,193,38,3.51,0,1.4,0,1,191,38,1,1,140.0,0,Enrolled,1,8.9,df2
113.7,18,1,9773,5,0,6,8,12.6,0,6,0,6,10,12.428571428571429,0,1,0,0,0,10,19,-4.06,0,2.8,0,1,9,37,1,1,121.0,0,Enrolled,1,15.5,df2
116.5,24,1,8014,4,0,6,6,12.25,0,4,0,6,10,11.5,0,0,0,0,0,5,12,1.79,1,0.5,0,1,4,1,1,1,133.1,1,Enrolled,1,12.4,df2
132.9,20,2,9070,6,0,6,9,11.375,0,5,0,6,6,13.8,0,1,0,1,0,9,1,0.32,1,2.6,0,1,4,1,1,1,129.0,1,Enrolled,1,7.6,df2
117.2,18,2,9119,4,0,5,8,13.5,0,6,0,6,10,13.625,0,1,0,0,0,8,19,2.02,1,0.6,0,1,9,1,1,1,120.0,1,Enrolled,1,11.1,df2
123.3,26,1,9254,4,0,6,10,10.0,0,3,0,6,11,12.0,0,1,0,1,0,5,38,-3.12,1,-0.8,0,1,5,38,1,1,118.0,0,Enrolled,1,9.4,df2
118.3,18,1,9670,6,0,6,7,12.333333333333334,0,3,0,6,10,12.0,0,1,0,1,0,7,1,0.79,0,-0.3,0,1,5,19,1,1,127.0,0,Enrolled,1,13.9,df2
113.6,19,2,9085,3,0,5,13,12.0,2,4,0,5,8,11.75,0,1,0,1,0,9,19,-3.12,0,-0.8,0,1,4,1,1,1,123.0,0,Enrolled,1,9.4,df2
115.3,20,2,9853,6,0,7,8,13.5,0,6,0,7,8,14.0,0,1,0,1,0,103,1,2.02,0,0.6,0,1,194,19,1,1,123.0,0,Enrolled,1,11.1,df2
118.7,18,3,9147,4,0,5,16,10.666666666666666,0,2,0,5,11,12.0,0,1,0,1,0,10,38,0.79,0,-0.3,0,1,2,3,1,1,125.0,0,Enrolled,1,13.9,df2
98.9,21,1,9085,4,0,6,12,12.5,0,2,0,6,13,12.666666666666666,0,1,0,1,0,9,37,2.02,0,0.6,0,1,4,1,1,1,101.0,0,Enrolled,1,11.1,df2
113.4,18,1,9085,4,0,6,14,11.5,0,3,0,6,17,13.75,0,1,0,0,0,9,1,2.02,0,0.6,0,1,2,4,1,1,120.0,0,Enrolled,1,11.1,df2
103.5,20,1,9238,3,0,6,13,11.2,0,4,0,6,9,12.0,0,1,0,1,0,7,37,-0.92,0,0.3,0,1,7,19,1,1,107.0,0,Enrolled,1,16.2,df2
126.0,19,2,9853,5,0,6,9,13.0,0,5,0,6,8,10.4,0,1,0,1,0,10,19,0.32,0,2.6,0,1,2,1,1,1,126.0,0,Enrolled,1,7.6,df2
121.7,27,1,9500,6,0,7,8,12.6,0,6,0,7,9,11.685714285714283,0,1,0,0,0,7,38,1.79,0,0.5,0,1,3,1,1,1,133.1,1,Enrolled,1,12.4,df2
142.8,19,1,9147,5,0,5,5,12.8,0,4,0,5,5,12.0,0,1,1,1,0,6,37,2.02,0,0.6,0,1,9,37,1,1,147.0,1,Enrolled,0,11.1,df2
120.5,19,3,9500,5,0,7,10,13.04,0,7,0,7,7,12.5,0,1,0,1,0,7,1,1.79,0,0.5,0,1,7,1,1,1,128.0,1,Enrolled,1,12.4,df2
144.9,23,1,9085,11,7,11,18,13.166666666666666,0,8,4,9,15,13.333333333333334,0,1,1,1,0,9,38,3.51,0,1.4,0,1,8,19,1,42,140.0,0,Enrolled,0,8.9,df2
105.9,20,1,9238,5,0,6,11,10.6,0,5,0,6,9,11.166666666666666,0,1,0,0,0,8,38,2.02,0,0.6,0,1,5,1,1,1,108.0,1,Enrolled,1,11.1,df2
124.3,20,1,9085,6,0,6,10,13.428571428571429,0,5,0,6,11,12.666666666666666,0,1,0,0,0,5,12,0.79,0,-0.3,0,1,4,1,1,1,132.0,0,Enrolled,1,13.9,df2
122.7,18,1,9147,5,0,5,6,12.0,0,4,0,5,7,12.5,0,1,0,1,0,3,1,-4.06,1,2.8,0,1,9,1,1,1,136.0,0,Enrolled,1,15.5,df2
112.4,21,2,9085,4,0,5,7,11.5,0,3,0,5,15,10.6,4,1,0,1,0,3,19,1.74,1,1.4,0,1,3,1,1,1,118.0,0,Enrolled,1,10.8,df2
138.0,20,1,9130,6,0,6,11,13.333333333333334,0,6,0,6,10,13.0,0,1,0,1,0,9,1,-0.92,0,0.3,0,1,3,1,1,1,133.1,0,Enrolled,1,16.2,df2
138.3,18,2,171,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1,0,1,0,3,3,1.79,0,0.5,0,1,3,1,1,1,140.0,0,Enrolled,1,12.4,df2
124.3,19,2,9773,5,0,6,6,12.2,0,5,0,6,7,10.8,0,1,0,1,0,9,1,1.74,0,1.4,0,1,9,38,1,1,132.0,0,Enrolled,1,10.8,df2
126.9,19,2,9773,4,0,6,11,11.0,0,3,0,6,11,11.666666666666666,0,1,0,1,0,9,37,-3.12,0,-0.8,0,1,9,37,1,1,122.0,1,Enrolled,1,9.4,df2
123.5,19,3,9147,5,0,5,5,11.6,0,3,0,5,11,12.666666666666666,0,1,0,1,0,7,38,-3.12,0,-0.8,0,1,5,1,1,1,127.0,1,Enrolled,1,9.4,df2
129.5,18,2,9130,4,0,5,10,13.5,1,5,0,5,5,13.4,0,1,0,1,0,9,37,-1.7,0,3.7,0,1,9,19,1,1,140.0,0,Enrolled,1,12.7,df2
133.2,19,1,9254,5,0,6,9,13.4,0,2,0,6,16,13.5,0,1,0,1,0,1,37,1.74,0,1.4,0,1,1,2,1,1,143.0,0,Enrolled,1,10.8,df2
133.5,21,1,9238,3,0,6,8,10.2,0,4,0,6,13,12.25,0,1,0,1,0,9,37,-1.7,0,3.7,0,3,9,37,1,1,138.0,1,Enrolled,1,12.7,df2
122.0,18,3,9254,6,0,6,9,10.833333333333334,0,5,0,6,8,11.0,0,1,0,1,0,7,38,0.32,0,2.6,0,1,7,37,1,1,129.0,1,Enrolled,1,7.6,df2
125.1,18,2,9500,6,0,7,9,12.816666666666668,0,6,0,8,11,12.875,0,1,0,1,0,9,38,2.02,0,0.6,0,1,9,1,1,1,130.0,1,Enrolled,1,11.1,df2
160.0,19,1,9119,2,0,6,11,13.5,1,2,0,5,11,11.0,0,1,1,0,0,152,3,3.51,0,1.4,1,1,143,1,32,1,160.0,0,Enrolled,1,8.9,df2
114.0,20,1,9119,4,0,5,9,11.6,0,4,0,5,7,12.25,2,1,0,0,0,3,1,0.32,1,2.6,0,1,2,3,1,1,121.0,0,Enrolled,1,7.6,df2
117.8,20,1,9147,5,0,5,9,12.0,0,4,0,5,9,13.0,0,1,0,0,0,5,19,3.51,1,1.4,0,1,4,1,1,1,123.0,0,Enrolled,1,8.9,df2
114.3,18,6,9500,6,0,7,8,13.976666666666668,0,6,0,8,12,12.041666666666666,1,1,0,1,0,7,1,2.02,1,0.6,0,1,3,1,1,1,122.0,0,Enrolled,1,11.1,df2
129.7,19,1,9670,4,0,6,10,12.5,0,1,0,6,12,10.0,3,1,0,1,0,163,38,-0.92,1,0.3,0,1,143,2,1,1,136.0,0,Enrolled,1,16.2,df2
122.4,19,3,9670,3,0,5,7,11.666666666666666,0,4,0,5,5,12.0,0,1,0,1,0,8,19,-3.12,1,-0.8,0,1,2,3,1,1,121.0,0,Enrolled,1,9.4,df2
135.0,20,2,9254,6,0,6,8,11.833333333333334,0,5,0,6,9,10.4,0,1,0,1,0,3,19,0.32,1,2.6,0,1,4,19,1,1,135.0,0,Enrolled,1,7.6,df2
122.9,21,5,9119,4,0,5,10,13.2,0,4,0,5,7,14.25,2,1,0,1,0,4,38,0.32,1,2.6,0,2,4,37,1,1,126.0,0,Enrolled,1,7.6,df2
124.2,18,1,9147,5,0,5,13,12.0,0,4,0,5,9,11.4,0,1,0,1,0,7,38,0.79,1,-0.3,0,1,3,3,1,1,120.0,0,Enrolled,1,13.9,df2
130.0,20,1,9003,4,0,6,12,11.6,0,5,0,6,11,11.5,0,1,0,1,0,1,3,-4.06,1,2.8,0,1,7,3,1,39,130.0,0,Enrolled,1,15.5,df2
123.7,20,1,9119,4,0,5,7,12.0,0,2,0,5,8,12.5,0,1,0,1,0,10,3,1.74,1,1.4,0,1,9,1,1,1,131.0,0,Enrolled,1,10.8,df2
96.0,25,1,9670,6,0,6,8,11.285714285714286,0,5,0,6,10,12.2,0,1,0,1,0,9,37,-4.06,0,2.8,0,1,4,1,1,1,133.1,1,Enrolled,1,15.5,df2
150.0,28,1,9003,5,0,6,12,12.0,0,6,0,6,10,12.333333333333334,0,1,0,0,0,8,37,2.02,1,0.6,0,4,9,37,1,1,140.0,0,Enrolled,1,11.1,df2
163.7,35,1,9500,5,0,7,11,13.34,0,5,0,7,9,10.84,0,1,0,0,0,183,37,1.79,0,0.5,0,2,191,37,1,1,130.0,0,Enrolled,1,12.4,df2
130.0,27,1,9500,7,3,8,12,12.457142857142856,0,7,3,8,12,12.457142857142856,0,1,0,0,0,7,37,-1.7,0,3.7,0,1,9,37,1,40,130.0,0,Enrolled,1,12.7,df2
160.0,31,1,9991,4,0,5,13,10.5,0,4,0,5,10,10.5,0,0,0,0,0,9,19,-4.06,0,2.8,1,1,9,37,41,1,160.0,1,Enrolled,1,15.5,df2
150.0,47,1,9991,4,0,5,8,10.0,0,4,0,5,8,12.5,0,0,0,0,0,10,19,-3.12,1,-0.8,0,2,9,37,1,1,133.1,0,Enrolled,1,9.4,df2
141.4,20,1,171,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1,0,0,0,8,19,0.79,1,-0.3,0,1,9,37,1,1,133.0,1,Enrolled,1,13.9,df2
141.7,18,1,171,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1,0,1,0,2,2,0.32,1,2.6,0,1,2,3,1,1,134.0,0,Enrolled,1,7.6,df2
100.7,39,1,9003,2,0,6,15,13.0,2,3,0,6,13,13.0,1,1,0,0,0,4,19,-4.06,0,2.8,0,4,9,19,1,1,133.1,0,Enrolled,1,15.5,df2
180.0,30,1,9119,4,0,5,6,14.5,0,3,0,5,10,16.2,0,1,1,0,0,7,3,0.79,1,-0.3,0,1,2,4,1,4,180.0,0,Enrolled,1,13.9,df2
140.0,41,1,9991,4,2,6,10,12.25,0,6,3,7,9,12.5,0,0,0,0,0,9,37,-3.12,0,-0.8,0,2,9,37,1,39,140.0,0,Enrolled,1,9.4,df2
122.2,18,1,9773,5,0,6,7,12.6,0,5,0,6,6,11.8,0,1,0,0,0,5,37,2.02,0,0.6,0,1,9,19,1,1,125.0,0,Enrolled,0,11.1,df2
143.6,18,1,9147,0,0,5,9,0.0,0,0,0,5,5,0.0,0,1,1,1,0,6,38,0.32,1,2.6,0,1,6,1,1,1,139.0,0,Enrolled,1,7.6,df2
100.0,20,1,33,7,0,7,10,12.857142857142858,0,4,0,7,7,12.75,0,1,0,0,0,4,3,3.51,1,1.4,1,1,2,2,41,1,133.1,0,Enrolled,1,8.9,df2
130.0,21,1,9130,5,0,6,12,13.6,0,4,0,6,10,14.25,0,1,0,1,0,7,19,1.79,0,0.5,0,1,5,38,1,1,137.0,0,Enrolled,1,12.4,df2
140.0,20,1,9130,3,1,6,11,12.0,0,2,0,6,11,11.0,0,1,1,1,0,5,19,1.79,0,0.5,0,1,5,19,1,39,140.0,0,Enrolled,0,12.4,df2
106.0,20,4,9085,6,0,6,9,13.166666666666666,0,4,0,6,8,14.0,0,1,0,0,0,9,1,0.79,0,-0.3,0,1,3,37,1,1,106.0,0,Enrolled,1,13.9,df2
137.0,19,1,9556,0,0,7,11,0.0,4,2,0,7,11,11.666666666666666,0,1,1,0,0,4,1,3.51,0,1.4,1,1,9,19,26,1,137.0,0,Enrolled,1,8.9,df2
114.4,45,1,8014,12,8,12,14,14.0,0,7,2,7,12,13.857142857142858,0,0,0,1,0,9,37,0.32,0,2.6,0,2,9,37,1,1,121.0,0,Enrolled,1,7.6,df2
120.7,28,1,9991,4,0,5,9,11.25,0,4,0,5,7,13.0,0,0,0,0,0,5,37,0.32,0,2.6,0,1,5,19,1,1,100.0,0,Enrolled,1,7.6,df2
164.3,18,1,171,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1,0,1,0,9,37,1.74,1,1.4,0,1,9,38,1,1,158.0,1,Enrolled,1,10.8,df2
122.5,18,2,9070,1,0,6,11,11.0,1,4,0,6,11,11.0,4,1,0,1,0,2,3,0.32,0,2.6,0,1,4,1,1,1,133.0,0,Enrolled,1,7.6,df2
131.3,18,1,9147,4,0,5,8,12.0,0,4,0,5,8,12.25,0,1,0,1,0,7,37,-3.12,0,-0.8,0,1,7,38,1,1,132.0,0,Enrolled,1,9.4,df2
117.0,21,2,9119,5,0,5,10,11.166666666666666,0,3,0,5,10,10.8,0,1,0,1,0,3,2,1.79,1,0.5,0,1,3,1,1,1,133.1,0,Enrolled,1,12.4,df2
122.8,18,4,9147,4,0,5,6,11.5,0,2,0,5,12,10.333333333333334,0,1,0,1,0,5,38,1.74,1,1.4,0,1,5,19,1,1,120.0,0,Enrolled,1,10.8,df2
118.4,19,1,9147,2,0,5,10,10.5,0,4,0,5,5,11.75,0,1,0,1,0,9,38,1.79,1,0.5,0,1,9,1,1,1,118.0,0,Enrolled,1,12.4,df2
128.1,19,1,9670,4,0,5,8,12.5,0,4,0,5,6,11.0,0,1,0,0,0,9,37,0.32,1,2.6,0,1,4,1,1,1,127.0,0,Enrolled,1,7.6,df2
99.0,22,2,9500,6,0,7,9,12.833333333333334,0,6,0,8,12,12.5,0,1,0,1,0,9,37,-0.92,1,0.3,0,1,9,37,1,1,133.1,0,Enrolled,1,16.2,df2
111.3,21,6,9670,6,0,6,10,12.285714285714286,0,4,0,6,11,14.25,0,1,0,0,0,10,19,-4.06,1,2.8,0,1,4,1,1,1,110.0,0,Enrolled,1,15.5,df2
121.5,18,2,9254,5,0,6,12,11.0,0,3,0,6,11,10.333333333333334,0,1,0,1,0,1,19,-3.12,1,-0.8,0,1,4,1,1,1,125.0,0,Enrolled,1,9.4,df2
130.0,20,1,9003,11,7,12,16,12.545454545454543,0,8,5,10,12,11.625,0,1,1,1,0,9,38,3.51,1,1.4,0,1,9,38,1,42,130.0,0,Enrolled,1,8.9,df2
125.2,18,1,9773,6,0,6,6,12.666666666666666,0,5,0,6,7,13.6,0,1,0,1,0,10,19,1.79,1,0.5,0,1,9,38,1,1,128.0,0,Enrolled,1,12.4,df2
123.9,18,5,9085,5,0,5,11,13.0,2,5,0,5,7,12.4,0,1,0,1,0,8,37,-3.12,1,-0.8,0,1,8,19,1,1,134.0,0,Enrolled,1,9.4,df2
100.0,54,1,8014,13,9,13,14,13.307692307692308,0,11,7,11,12,12.818181818181818,0,0,0,0,0,122,3,-1.7,1,3.7,0,1,132,38,1,1,130.0,0,Enrolled,1,12.7,df2
124.3,19,1,9500,7,0,8,8,14.514285714285714,0,7,0,8,8,14.514285714285714,0,1,0,0,0,9,1,-1.7,0,3.7,0,1,9,3,1,1,141.0,0,Enrolled,1,12.7,df2
120.0,27,1,9991,5,0,5,5,15.2,0,5,0,5,6,14.0,0,0,0,0,0,3,3,2.02,0,0.6,0,1,3,43,1,40,120.0,0,Enrolled,1,11.1,df2
129.0,20,2,9085,4,0,5,7,11.75,0,2,0,5,9,10.5,0,1,0,0,0,8,19,0.32,0,2.6,0,1,9,37,1,1,130.0,0,Enrolled,1,7.6,df2
